nama_hotel,nama_pelanggan,rating,ulasan,,,
XYZ,Abdul Muiz,3,"Pegawainya ramah, makanan variatif, kemanan oke.
Hanya saja sangat disayangkan; Ruang Sidangnya kurang peredam suara. Dan ini sangat mengganggu. Terlebih saat satu ruang dibagi dua dengan sekat seadanya. Sebaiknya sekatnya lebih bisa meredam suara.",,,
XYZ,Riyanto Arbie [cak rye],5,"Hotel Allium di Tangerang ini cukup representatif..bisa utk meeting atau sekedar liburan, kamar cukup luas dan ada pilihan smoking atau non smoking. Jarak dgn bandara krng lbh 25 km yg bisa ditempuh krng lbh 45 menit. Fasilitas antar bandara juga ada.",,,
XYZ,Jumanta,5,"Keren sih ...

Breakfast nya juga enak
Staff sangat Ramah  semua tanpa terkecuali
Fo,security,House keeping dll....

Instagramebel banget ...  buat Foto2",,,
XYZ,Fitra Azzahra,5,"Kesini karena ada kegiatan, pelayanannya oke, hidangan masakan juga enak. Kalo ada butuh apa-apa langsung aja ngomong, nanti dilayanin dengan ramah dan baik. Thankyou â?¨ğ?¥°",,,
XYZ,SELVINO RUMANTI,5,"Luar biasa pelayanan sungguh memuaskan pegawainya baik2 and no tipping
Makanan sipp next kembali lagi kesini ğ?¥°ğ?¥°ğ?¥°ğ?¥° dari kamar 911
29 Maret - 2 April 2021",,,
XYZ,Luthfiana Febrianti,5,"kamar dingin, kamar mandi lantainya licin, selimutnya wangiii sekali â?¨â?¨",,,
XYZ,OK Teguh,4,"Kamarnya cukup bagus, diberikan air mineral free std hotel, harganya lumayan utk lokasi di deket daan mogot",,,
XYZ,Raka Wijaya Putra,5,"Hotel bintang 5 di kota Tangerang yang nyaman untuk transit sebelum ke kampung tercinta, dekat dengan stasiun batu ceper untuk ke bandara Soekarno Hatta juga bisa dari stasiun batu ceper. Nyaman, bersih, staff juga ramahğ??ğ?»â?ºï¸",,,
XYZ,Wisesa Aditya,5,"Tempat yang nyaman untuk mengadakan kegiatan seminar, pelatihan baik dari dinas, dirjen maupun tingkat kementerian. Pelayanannya oke, sudah menerapkan protokol kesehatan dan juga makanannya pun tidak kalah enak",,,
XYZ,arie eira,4,"Tempat strategis, makanan lumayan enak dan variatif, kamar bersih, fasilitas cukup, pelayanan ramah",,,
XYZ,Wolfzat Adaemus,4,"Lumayan hotelnya, bagus cuman perlengkapan mandinya kurang seperti sabun sama shampoo di jadiin satu. Terlalu praktis. Kolam renangnya juga kurang begitu nyaman,  kurang lebar. Dan handuk kolam renang harus ke reseptionis dulu.",,,
XYZ,IIS RISMAWATI,4,"Kamarnya cukup luas,  bersih, perlengkapan mandi ada sabun  sikat gigi saja, hair dryer, air mineral,  kopi dan teh sachet,  tidak ada sendal kamar.",,,
XYZ,alvin isvandiar,1,"wisuda disini pelayanan cateringnya SANGAT TIDAK MEMUASKAN, ayam nya kecil banget, makanan lainnya sedikit dan ukuran kecil pula, mohon diperhatikan, setidaknya ada poin lebih dari hal cateringnya, ini tidak ada sama sekali",,,
XYZ,Dina Shiddiq,5,Staff hotelnya ramah-ramah. Sarapannya juga enak-enak. Banyak pilihan menu makanannya.,,,
XYZ,Rizky Maulana,4,"Hotelnya bersih, service yang bagus, tapi breakfastnya kurang berfariatif. dekat dengan airport soekarno hatta, terminal poris, & stasiun baru ceper. Cuma saja pas mau masuk ke gate hotelnya agak bingunng lewat mana, soalnya di depan hotelnya ada portal yang tertutup.",,,
XYZ,Tahir Ihsan Channel,5,"Hotel allium Tangerang adalah hotel bintang 4 yang terletak di kota Tangerang. Memiliki 11 meeting room dengan ukuran yang variatif dan ballroom dengan kapasitas 1200 orang. Ballroom ini biasa dipake perpisahan sekolah SMA n 3 Tangerang. Karena Parkirannya luas, bersih dan nyaman",,,
XYZ,yayas buyayas,4,Hotel yg nyaman di daerah Tangerang. Kamar nyaman. Breakfast dengan menu yg bervariasi. Pelayanan bagus. Bahkan moment membawa baby pun jadi menyenangkan karena baby pun merasa nyaman. Thank you Allium. Semoga bisa berjumpa kembali.,,,
XYZ,Nofi Ratih,4,"Dekat dg bandara soetta dan stasiun kereta batu ceper yg dilalui KA bandara. Pusat perbelanjaan sekitar spt tangcit, SMS, Ikea tangerang. Untuk fasilitas hotel sudah oke. Hanya menu sarapan kurang variatif.",,,
XYZ,tiara0609,4,"Agak buru-buru, jadi ga sempet foto semuanya. Belum pernah booking room di hotel ini, ke sini karena ada kegiatan dari kampus.",,,
XYZ,djopie biroe,5,"Merupakan salah satu hotel terbaik di kota tangerang, selain menawarkan suasanan yang modern hotel ini dilengkapi fasilitas yang memawan. Terdapat juga ruang pertemuan yang dapat menampung ratusan peserta. Sangat cocok untuk mengadakan sebuah acara",,,
XYZ,Azriel Akbar Alfajri,3,"Lumayan, tapikebersihan untuk jendela kurang, lalu waktu pertama kali kesini jg toiletnya bikin banjir karena mampet saluran pembuangan air nya.. tp buat kenyamanan ok",,,
XYZ,Benang,5,"Dalam gedung nya rapi , dekat stasiun dan terminal bus",,,
XYZ,keanu,2,kolam renang kotor dan air di kamar family room air kamar mandi nya tidak menyerap,,,
XYZ,Surya biz,4,"Parkir gratis, akses terbaik dengan KA Bandara, jauh dari Tol, tidak ada sabun cair di kamar, perlu kunci kamar untuk akses lift dan menyalakan listrik di kamar",,,
XYZ,YunusChow,1,Ojek online motor beserta drivernya pun sekalian tidak di ijinkan masuk walau sampai loby sekalipun...padahal tertera jelas ada keperluan para tamu hotel...,,,
XYZ,yusi RR,5,"Nyaman kamarnya, handuk bersih,, sarapannya the best",,,
XYZ,Wahyu tri widodo,3,"Lumayan untuk harga kamarnya, yang kurang tempat kolam renang,harus turun lobby dulu
Cukup jauh ke mall besar&harus melewati beberapa titik macet
Overall ya cukuplah",,,
XYZ,NANANG WAHYU NUGROHO,4,Bagus.. dalam rangka menghadiri suatu acara,,,
XYZ,Yayang Delfitia,5,"Mungkin untuk kamar hotelnya saya suka banget tapi untuk jalan raya di sekitar Hotel ini mungkin saya akan beri rating 2 dari 5 kerena debunya ampun - ampunan, tapi nilai plusnya di sekitar hotel ini ttp banyak penjual makanan maupun mini market.",,,
XYZ,immanuel â??noelâ? juniawan,5,"Dalam kondisi seperti ini memang membuat sepi, termasuk pengurangan tenaga kerja.

Tapi kebersihan tetap dijaga
Nice hotel dan sukses selalu yah",,,
XYZ,Xxx Lats go,5,"Sangat ouas dengan semua layanan nya,  satpamnya ramah,  pramusaji di tempat makan jg mantap,  kamar bersih recomendasi banget, tempat rapat jg nyaman",,,
XYZ,Yessi,4,"Masih Sepi Hotel nya, Kamar Lumayan Luas tapi tidak Ada Bathup nya. Breakfast tidak di kasih padahal saya pesan mendapatkan Breakfast untuk 2 orang.",,,
XYZ,Rizky Darmawan,5,"Saya ada kegiatan di hotel dprima tanggerang sangat terbantu sekali dengan pelayanan mas kevin,
Terimakasih mas kevin atas bantuan.",,,
XYZ,Rizki Prahana,3,"WiFi d lantai 7 lemot, ga ada sabun cair & shampo kaya di hotel lain..cuma ada sabun batangan 1 buah dan kayanya kurang pas untuk hotel sekelas allium kalo nyedian sabun batangan",,,
XYZ,Johncakura â??Chanelâ?,5,Salah satu Hotel persinggahan karna deley pesawat Garuda.lumayanlah semua di tanggung Garuda.,,,
XYZ,Aku Supriatin,5,"Kamar sangat bagus dan bersih,staffnya juga ramah2 terutama kak yovi dari houskeeping  menbamambersihkan kamr sayağ?¥°",,,
XYZ,M3 Printing,5,Lokasinya cukup strategis mudah dijangkau dari area publik seperti bandara internasional Soekarno-Hatta,,,
XYZ,agung anugrah,5,"Terakhir kesana pas acara bukber, makanannya ok banget. Th depan next kesana lagi kayanya ğ??ğ??",,,
XYZ,Bella Agustine,5,"Pada tanggal 14 Agustus 2022 kemarin sangat bahagia bertemu dengan para Kalyanamitta ğ???ğ???ğ??ğ?»ğ??ğ?»

Sabbe Satta Bhavantu Sukkhitatta.. Semoga Semua Makhluk Hidup Berbahagiağ?§?â?â??ï¸ğ???",,,
XYZ,Ryan Hidayat,5,"Pelayanannya ramah, Kamarnya luas type Eksekutif, nyaman, viewnya bagus, dan perlu di perhatikan lagi untuk TIDAK MEROKOK di kamar/sekitar hotel, Taati aturan2 Penyedia Layanan Hotel, dan baca2 terlebih dahulu syarat dan ketentuan kebijakan hotel.",,,
XYZ,Hamba Allah,4,"Hotel yang ada di Perumahan Taman Royal sangat stategis dekat dengan Tol Buaran Indah, Stasiun Batu Ceper /Bandara, Terminal Poris Pelawad serta Stasiun Tanah Tinggi pas di Jl. Benteng Betawi. Berubah Nama menjadi D'Prima Hotel yg sebelumnya Hotel Allium",,,
XYZ,CHANNEL PAK BAGUS,5,"D Prima Hotel adalah hotel yg nyaman, pelayanan ramah dan santun, lokasi strategis, harga terjangkau.. Recomended ğ???ğ??",,,
XYZ,Siapa Saja,1,"Kecewa sama pelayanan jelek !!!
Bintang 1 ini mah",,,
XYZ,fadil vita,5,"Hotel yang nyaman, akses transfortasi yang mudah dan mudah ditemukan di Kota Tangerang. Hotel ini sangat rekomended untuk dijadikan tempat istirahat dan transit untuk keluarga dan rekan kerja. Cocok juga untuk dijadikan tempat ruang pertemuan untuk rapat, gathering dan event-event besar lainnya.",,,
XYZ,Putra Malla,5,Airnya kurang jernih terutama yg di wastafel ka... Saya tetep kasih bintang 5 krn pelayanan nya baik..,,,
XYZ,Anto Mahargianto,3,"Hotel menurut saya kurang nyaman. Dari sisi kebersihan dan kamar bagus, tetapi tidak dari sisi makanan dan pelayanan. Makanan kurang variasi, pelyanan check out prosesnya lala. Taksi yang saya pesan hampir diusir oleh sekuriti",,,
XYZ,Ratih Wulandari,5,"Acara buka puasa bersama rekan kerja, untuk menu makanan lumayan enak, hidangan kue,asinan & es buah nya enak""... recomended pokoknya...",,,
XYZ,Gaga Junior,4,"Hotel bintang 4, overall puas nginep disini . Kamar OK , hotel bagus , makanan enak . Ada kolam renang juga di luar samping.",,,
XYZ,Diah Sari Oktaviani,5,Pertama kali ke d prima hotel atau yg lebih terkenal hotel allium. Dalam rangka wisuda kelas 6 MI Plus Asy Syukriyyah. Pelayanannya lumayan bagus dari keamanan dan bellboynya.,,,
XYZ,Deden Gunawan,5,"Hotel bintang tiga... Tapi berkualitas
Kamar nya nyaman...
Karyawannya friendly.. Ramah
Respon memberi solusi..",,,
XYZ,lina coco coche,4,"Kali ini kami datang bukan untuk menginap, tapi untuk acara haflatul wada/graduation day siswa kelas 6 SDIT Tunas Harapan Illahi (THI). Dibandingkan  hotel lain di sekitaran cipondoh dan tangerang, Allium biaya sewanya lebih bersahat.",,,
XYZ,Sihonongan Footage Channel,5,Tamu lain bisa masuk ke kamar kita. Sistem pengaturan kamarnya tidak berguna.,,,
XYZ,Deni Mahmud,3,"Saya tidak bisa berikan full masukkan karena hanya lunch saja disini. Rasa dan harga ok, tapi sayangnya setiap ditanya, pelayannya tidak mengerti soal makanannya..",,,
XYZ,marius mansjah,5,"Lokasi hotel strategis.dekat ke pusat kota.
Hotel bersih dan nyaman.layanan dari karyawan dan security ramah.",,,
XYZ,Yun Neni,4,"Lumayan baik sy pas kesana hanya ada seminar jd tidak menginap, jd blm tau pelayanannya, jd ini hanya penilaian pas acara seminar di alium, toiletnya top bersih",,,
XYZ,Hadi Darianto,5,"Hotel di kota tangerang yang berada di kawasan industri, dekan dengan bandara, nyaman untuk dipakai meeting atau sekedar bermalam. Pemandangan cukup indah di lantai 10 ketika matahari terbit atau terbenam",,,
XYZ,Dewi Rahmawati,5,"Bagus, aulanya besar dan ac pun berfungsi dengan baik, walaupun banyak orang.  Sayangnya kemaren tidak bole foto dilingkungan hotel entah apa alasanya, padahal itu bagus buat promosi juga.",,,
XYZ,Firaz Alvaro,5,"Kamar nyaman dan cukup luas,lokasi lumayan strategis",,,
XYZ,Manggarsari Fatimah,5,Baristanya ramah sekali.. Pelayanannya sangat baik kopinya mantap banget.. Keren semoga sukses selalu buat kak Muhammad Kevinğ??,,,
XYZ,Milkul Musowwir Lubis,4,"Pelayanan setelah check outnya baik, hotel juga memiliki Nomor Kontak yang dapat dihubungi melalui aplikasi whatsapp. Nomor ini saya gunakan untuk menanyakan perihal barang saya yang tertinggal di kamar.",,,
XYZ,Trieindro,4,"Dalam hotel bersih juga Kamar bersih dan enak nyaman, restaurant juga bersih, makanan utk sarapan dan makan lainnya enak lezat semoga bisa ditingkatkan pelayanannya apalagi halaman dpn hotel parkiran basement kurang nyaman dan kurang bersih",,,
XYZ,Shela Damayanti,5,Makan di resto d'prima hotel sangat memuaskan. Makanannya enak dan pelayanannya baik.,,,
XYZ,KIKO _,3,"Menghadiri acara Bawaslu RI di sini, kamar standar, makanan biasa, harga sedikit lebih mahal daripada hotel dekat bandara lainnya. Menyediakan layanan antar bandara",,,
XYZ,Fifara Yunandra,5,"Hotel Allium Tangerang sebagai lokasi Kegiatan Musyawarah Penyelenggara Pendidikan Agama dan Keagamaan Buddha Kemeterian Agama Republik Indonesia.
Fokus pada Kegiatan Pengembangan Keprofesian Berkelanjutan Guru Agama Buddha.
Lokasi hotel dekat dengan stasiun Batu Ceper. Transportasi dari Stasiun Batu Ceper menggunakan angkutan Umum atau ojek Online",,,
XYZ,Ayah Denny,5,"Lokasi hotel agak ""masuk"" kedalam.
Apabila kita googling masih tdk mudah dicarinya.
Mohon utk diperbaiki titik pencariannya, agar mudah ditemukan.",,,
XYZ,MA'RIFUL ANWAR,5,"Hotel ini berdekatan dengan komplek Perumahan Taman Royal dan beberapa stasiun commuter line, diantranya stasiunPoris, Stasiun Batuceper dan Stasiun Tanah Tinggi tapi yang paling dekat adalah Stasiun Batuceper yang bersebrangan dengan Termial Bus Tanah Tinggi Kota Tangerang.

Semoga membantuğ???",,,
XYZ,wan Optik Royal,5,Kesini acara buka puasa bersama. Makanan enak semua. Pelayanan memuaskan.,,,
XYZ,Dwi Israfil,5,"Hotel Allium tampak depan luar. Lbh sering ksini utk seminar, pelayanannya sangat baik dan fasilitas cukup lengkap. Akses mudah dr berbagai arah baik roda 2 dan roda 4. Cukup.....",,,
XYZ,Nurul Qomariah Asih,4,"Tempat asik buat anak/bayi mengenal berbagai macam biota laut meskipun ternyata gak terlalu besar tempatnya. Htm ots 140k karena cm ada yg bundling, bisa dpt htm 85k kalau beli online seperti di shopee, blibli atau traveloka",,,
XYZ,Tiswan Setyawan,5,"Alhamdulillah pernah disini dalam rangka kegiatan masuk umroh , tempatnya nyaman pelayanan juga cukup bagus , terima kasih",,,
XYZ,Muhamad Nur Irvan,4,"Untuk hotel lumayan bagus, tetapi TV sudah agak lama ya kalo bisa di ganti agar lebih baik lagi.",,,
XYZ,Haji Achdiyat,3,Nganter adik ipar brngkt haji 2024 kumpul di hotel d'prima hotel,,,
XYZ,Artanti Dwi,4,So far enak aja sih,,,
XYZ,Frizal Ardytama,5,"Pegawai yg ramah, sarapan dgn rasa yg enak, untuk kamar oke hanya krg kedap suara",,,
XYZ,gita raharja,4,"Staycation di tengah tengah kota dengan suasana yang tenang, pelayanan ramah, kamar okelah bersih, keseluruhan pengalaman menginap di dprima menyenangkan",,,
XYZ,intan indreswari,5,Tempatnya tenang. Untuk pengalam menginap belum pernah tetapi bila testimoni ruangan untu pertemuan. Ruang pertemuan menarik dan makanan cukup enak.,,,
XYZ,Achmad Nawawi,5,"Salah satu hotel yang cukup terkenal di wilayah kota tangerang, banyak event event yang di adakan di hotel ini, hal ini karena hotel ini memiliki ballroom yang cukup luas dan sekaligus nyaman. Selain daripada itu hotel ini memiliki fasilitas fasilitas lain pada umumnya yang cukup baik",,,
XYZ,Emma Heppiyani Sembiring,3,"Ikut acara gathering arisan disini, makanan cukup enak. Parkir basement lorongnya sangat sempit, jadi mending parkir diatas.",,,
XYZ,Dedy GenK,5,Kesan biasa dilihat dari luar hotel tapi setelah masuk ke dalam hotel terasa kesan mewahnya. hotelnya bersih. keramahan staffnya oke banget. restoran luas dan menu sarapan sangat variatif.,,,
XYZ,Yulistyana Pradita,4,Nyaman untuk sekedar melepas penat. Tempat tidur dan kamar mandi bersih. Di new normal ini juga menerapkan protokol2 kesehatan. Makanannya lumayan enak.,,,
XYZ,Denny Rahayu Channel,3,"Dari segi kenyamanan lumayan nyaman dan mewah,tetapi untuk pelayanannya kurang memuaskan dan juga terlalu banyak peraturan,seperti merokok di kamar dikenai denda sebesar Rp 1.000.000,dan itu sangat kaku untuk hotel sekelas bintang 4 ini.",,,
XYZ,lakilaki gaul88,3,Hotel bagus untuk beristirahat dgn nyaman karena jauh dari keramaian dengan kamar yg luas serta ac yang dingin namun channel TV terbatas mayoritas siaran lokal,,,
XYZ,Merryna,3,"Kamar standard, pelayanan standard, area breakfast ada kecoanya hadeh",,,
XYZ,Doubleh Wrong,5,Ada nomer tlpon yang bisa di hubungi,,,
XYZ,Azka Athala,4,Kesini untuk buka puasa bareng sodara.... Rasa Makanan nya enak2 smua.... Tapi Kurg variasi aja... dan sayang banget sepi... Pdhl rasa makananya enak lho... Kurg promosi aja x yah...,,,
XYZ,Muh Sofyan,2,"Sabtu, 5 Maret 2016 Hadiri acara Ucap Janji Mahasiswa Fak. Ilmu Kesehatan UMT ... Ruang pertemuannya sih nyaman, cukup luas juga",,,
XYZ,Rania Mafaza,5,Sangat nyaman dan pelayanan nya sgt fast respons..,,,
XYZ,Nesa Alenia,5,"2x rapat disini dan 1x nginep, service nya selalu memuaskan, makanan nya pun enak-enak, sayang nya kolam renang nya posisinya rada ga pas menurut saya. Tapi selain itu semua mantap ğ??",,,
XYZ,office mercutv,5,"Hotel terbaik di Tangerang Kota, tempat strategis, akses mudah, pelayanan staff yang ramah mulai dari security sampai bagian kamar, hotel rekomendasi untuk yang mau staycation atau bikin acara

Sukses terus Allium",,,
XYZ,Budi â??Budâ? Santoso,5,"Lahan disekitar hotel terkesan kumuh kurang perawatan, khusus area parkir kurang rapih. Untuk didalam hotel mantap ğ??ğ??",,,
XYZ,Henryco Marpaung,5,"Ramah mulai dari gerbang masuk mobil. Suasana nyaman, asri, bersih, rapi, indah, modern, & profesional.
Sayangnya saya hanya berkunjung menemui teman di lantai dasar.",,,
XYZ,Sinta Lusyanawati,5,Untuk Kapten Kevin servis luar biasa dan Ramah. Trmksh untuk pelayanan dan menunya Endes,,,
XYZ,Tiara Nisa,5,Pelayanannya sangat memuaskan ğ??¯ semua rasa makanan dan minuman serta aneka kudapannya lezat ğ??ğ?» very recommendedâ?¨,,,
XYZ,Lukas Nopembrian M.B.,2,"Tempatny sangat sepi. Pesan makanan menu chicken wings dapat chicken wings yg sudah basi tidak layak saji. Rasa masakannya pun tidak enak, tidak setimpal dengan harga yang ditawarkan.",,,
XYZ,Sukma Estanto,5,Bersih....rapi....yang paling penting....makanannya enak...berapa kali kesini selalu puas dengan makanannya,,,
XYZ,Muhidin,4,"Sebenarnya hotelnya bagus, hanya sayang pas saya menginap kamar tidak dibersihkan dan sebaiknya berikan kesempatan kepada pengunjung mau di lt boleh merokok atau tidak",,,
